Time[s],Time[hh:mm:ss],VO2[mL/kg/min],VO2[mL/min],HR[bpm],Rf[bpm],Tv[L],Ve[L/min],Ve/VO2,FeO2[%],Pressure[hPa],Temp[C],HUM[%RH],RR[ms],Time
1,00:00:01,2.52,188.67,56,13.72,0.53,7.34,38.9,17.07,1015.1,24.32,31.04,1038.09,2021-11-25 17:17:43
2,00:00:02,2.52,188.67,56,13.72,0.53,7.34,38.9,17.07,1015.1,24.32,31.04,984.38,2021-11-25 17:17:44
3,00:00:03,2.52,188.67,57,13.72,0.53,7.34,38.9,17.07,1015.1,24.32,31.04,992.19,2021-11-25 17:17:45
4,00:00:04,2.52,188.67,57,13.72,0.53,7.34,38.9,17.07,1015.1,24.32,31.04,1039.06,2021-11-25 17:17:46
5,00:00:05,2.34,175.33,58,13.43,0.49,6.62,37.76,16.86,1015.0,24.32,31.03,1054.69,2021-11-25 17:17:47
6,00:00:06,2.34,175.33,58,13.43,0.49,6.62,37.76,16.86,1015.0,24.32,31.03,960.94,2021-11-25 17:17:48
7,00:00:07,2.34,175.33,58,13.43,0.49,6.62,37.76,16.86,1015.0,24.32,31.03,906.25,2021-11-25 17:17:49
8,00:00:08,2.34,175.33,59,13.43,0.49,6.62,37.76,16.86,1015.0,24.32,31.03,964.84,2021-11-25 17:17:50
9,00:00:09,2.34,175.33,59,13.43,0.49,6.62,37.76,16.86,1015.0,24.32,31.03,1097.66,2021-11-25 17:17:51
10,00:00:10,2.36,177.33,59,10.04,0.74,7.44,41.96,17.58,1015.0,24.31,31.0,1113.28,2021-11-25 17:17:52
11,00:00:11,2.36,177.33,59,10.04,0.74,7.44,41.96,17.58,1015.0,24.31,31.0,1078.12,2021-11-25 17:17:53
12,00:00:12,2.36,177.33,58,10.04,0.74,7.44,41.96,17.58,1015.0,24.31,31.0,972.66,2021-11-25 17:17:54
13,00:00:13,2.36,177.33,59,10.04,0.74,7.44,41.96,17.58,1015.0,24.31,31.0,992.19,2021-11-25 17:17:55
14,00:00:14,2.36,177.33,59,10.04,0.74,7.44,41.96,17.58,1015.0,24.31,31.0,1078.12,2021-11-25 17:17:56
15,00:00:15,2.36,177.33,58,10.04,0.74,7.44,41.96,17.58,1015.0,24.31,31.0,1085.94,2021-11-25 17:17:57
16,00:00:16,1.95,146.5,57,9.95,0.49,4.97,33.92,16.42,1015.0,24.31,30.99,1109.38,2021-11-25 17:17:58
17,00:00:17,1.95,146.5,57,9.95,0.49,4.97,33.92,16.42,1015.0,24.31,30.99,1066.41,2021-11-25 17:17:59
18,00:00:18,1.95,146.5,57,9.95,0.49,4.97,33.92,16.42,1015.0,24.31,30.99,984.38,2021-11-25 17:18:00
19,00:00:19,1.95,146.5,57,9.95,0.49,4.97,33.92,16.42,1015.0,24.31,30.99,991.21,2021-11-25 17:18:01
20,00:00:20,1.95,146.5,57,9.95,0.49,4.97,33.92,16.42,1015.0,24.31,30.99,960.94,2021-11-25 17:18:02
21,00:00:21,2.87,215.5,57,18.62,0.45,8.46,39.26,16.93,1015.0,24.3,30.96,839.84,2021-11-25 17:18:03
22,00:00:22,2.87,215.5,57,18.62,0.45,8.46,39.26,16.93,1015.0,24.3,30.96,773.44,2021-11-25 17:18:04
23,00:00:23,2.87,215.5,57,18.62,0.45,8.46,39.26,16.93,1015.0,24.3,30.96,785.16,2021-11-25 17:18:05
24,00:00:24,3.3,247.33,58,15.4,0.71,11.08,44.8,17.78,1015.0,24.3,30.95,890.62,2021-11-25 17:18:06
25,00:00:25,3.3,247.33,59,15.4,0.71,11.08,44.8,17.78,1015.0,24.3,30.95,1062.5,2021-11-25 17:18:07
26,00:00:26,3.3,247.33,59,15.4,0.71,11.08,44.8,17.78,1015.0,24.3,30.95,1027.34,2021-11-25 17:18:08
27,00:00:27,3.3,247.33,59,15.4,0.71,11.08,44.8,17.78,1015.0,24.3,30.95,1128.91,2021-11-25 17:18:09
28,00:00:28,2.96,222.33,58,13.96,0.62,8.68,39.04,17.22,1015.0,24.3,30.92,1160.16,2021-11-25 17:18:10
29,00:00:29,2.96,222.33,57,13.96,0.62,8.68,39.04,17.22,1015.0,24.3,30.92,1125.0,2021-11-25 17:18:11
30,00:00:30,2.96,222.33,57,13.96,0.62,8.68,39.04,17.22,1015.0,24.3,30.92,1035.16,2021-11-25 17:18:12
31,00:00:31,2.96,222.33,57,13.96,0.62,8.68,39.04,17.22,1015.0,24.3,30.92,1035.16,2021-11-25 17:18:13
32,00:00:32,2.96,222.33,56,13.96,0.62,8.68,39.04,17.22,1015.0,24.3,30.92,1039.06,2021-11-25 17:18:14
33,00:00:33,2.82,211.5,56,14.75,0.54,8.04,38.01,17.0,1015.0,24.3,30.87,1039.06,2021-11-25 17:18:15
34,00:00:34,2.82,211.5,57,14.75,0.54,8.04,38.01,17.0,1015.0,24.3,30.87,1019.53,2021-11-25 17:18:16
35,00:00:35,2.82,211.5,57,14.75,0.54,8.04,38.01,17.0,1015.0,24.3,30.87,968.75,2021-11-25 17:18:17
36,00:00:36,2.82,211.5,57,14.75,0.54,8.04,38.01,17.0,1015.0,24.3,30.87,894.53,2021-11-25 17:18:18
37,00:00:37,2.49,186.83,58,12.37,0.57,7.15,38.27,17.08,1015.0,24.29,30.86,935.55,2021-11-25 17:18:19
38,00:00:38,2.49,186.83,58,12.37,0.57,7.15,38.27,17.08,1015.0,24.29,30.86,964.84,2021-11-25 17:18:20
39,00:00:39,2.49,186.83,58,12.37,0.57,7.15,38.27,17.08,1015.0,24.29,30.86,1013.18,2021-11-25 17:18:21
40,00:00:40,2.49,186.83,60,12.37,0.57,7.15,38.27,17.08,1015.0,24.29,30.86,949.22,2021-11-25 17:18:22
41,00:00:41,2.49,186.83,60,12.37,0.57,7.15,38.27,17.08,1015.0,24.29,30.86,1011.72,2021-11-25 17:18:23
42,00:00:42,2.42,181.5,60,14.67,0.46,6.86,37.8,16.81,1015.0,24.29,30.84,1031.25,2021-11-25 17:18:24
43,00:00:43,2.42,181.5,60,14.67,0.46,6.86,37.8,16.81,1015.0,24.29,30.84,1019.53,2021-11-25 17:18:25
44,00:00:44,2.42,181.5,60,14.67,0.46,6.86,37.8,16.81,1015.0,24.29,30.84,949.22,2021-11-25 17:18:26
45,00:00:45,2.42,181.5,60,14.67,0.46,6.86,37.8,16.81,1015.0,24.29,30.84,949.22,2021-11-25 17:18:27
46,00:00:46,2.42,181.5,60,14.67,0.46,6.86,37.8,16.81,1015.0,24.29,30.84,996.09,2021-11-25 17:18:28
47,00:00:47,2.27,170.17,60,12.76,0.51,6.53,38.37,16.97,1015.0,24.29,30.82,1046.88,2021-11-25 17:18:29
48,00:00:48,2.27,170.17,60,12.76,0.51,6.53,38.37,16.97,1015.0,24.29,30.82,1011.72,2021-11-25 17:18:30
49,00:00:49,2.27,170.17,60,12.76,0.51,6.53,38.37,16.97,1015.0,24.29,30.82,980.47,2021-11-25 17:18:31
50,00:00:50,2.27,170.17,60,12.76,0.51,6.53,38.37,16.97,1015.0,24.29,30.82,980.47,2021-11-25 17:18:32
51,00:00:51,2.26,169.5,60,10.82,0.58,6.32,37.29,16.99,1014.9,24.28,30.8,1007.81,2021-11-25 17:18:33
52,00:00:52,2.26,169.5,60,10.82,0.58,6.32,37.29,16.99,1014.9,24.28,30.8,1027.34,2021-11-25 17:18:34
53,00:00:53,2.26,169.5,59,10.82,0.58,6.32,37.29,16.99,1014.9,24.28,30.8,1015.62,2021-11-25 17:18:35
54,00:00:54,2.26,169.5,59,10.82,0.58,6.32,37.29,16.99,1014.9,24.28,30.8,960.94,2021-11-25 17:18:36
55,00:00:55,2.26,169.5,60,10.82,0.58,6.32,37.29,16.99,1014.9,24.28,30.8,960.94,2021-11-25 17:18:37
56,00:00:56,2.54,190.17,60,13.99,0.52,7.37,38.75,17.04,1015.0,24.29,30.81,1053.71,2021-11-25 17:18:38
57,00:00:57,2.54,190.17,60,13.99,0.52,7.37,38.75,17.04,1015.0,24.29,30.81,1093.75,2021-11-25 17:18:39
58,00:00:58,2.54,190.17,59,13.99,0.52,7.37,38.75,17.04,1015.0,24.29,30.81,1050.78,2021-11-25 17:18:40
59,00:00:59,2.54,190.17,59,13.99,0.52,7.37,38.75,17.04,1015.0,24.29,30.81,976.56,2021-11-25 17:18:41
60,00:01:00,2.54,190.17,59,13.99,0.52,7.37,38.75,17.04,1015.0,24.29,30.81,1007.81,2021-11-25 17:18:42
61,00:01:01,2.54,190.17,59,13.99,0.52,7.37,38.75,17.04,1015.0,24.29,30.81,1070.31,2021-11-25 17:18:43
62,00:01:02,2.54,190.17,59,13.99,0.52,7.37,38.75,17.04,1015.0,24.29,30.81,1078.12,2021-11-25 17:18:44
63,00:01:03,2.54,190.17,58,13.99,0.52,7.37,38.75,17.04,1015.0,24.29,30.81,1070.31,2021-11-25 17:18:45
64,00:01:04,2.54,190.17,58,13.99,0.52,7.37,38.75,17.04,1015.0,24.29,30.81,1070.31,2021-11-25 17:18:46
65,00:01:05,1.54,115.17,57,6.48,0.61,4.0,34.73,16.74,1015.0,24.28,30.77,1082.03,2021-11-25 17:18:47
